SG_UF,DT_SIN_PRI,count
MS,2020-05-08,24
MS,2020-05-09,21
MS,2020-05-10,33
MS,2020-05-11,26
MS,2020-05-12,21
MS,2020-05-13,22
MS,2020-05-14,22
MS,2020-05-15,31
MS,2020-05-16,33
MS,2020-05-17,39
MS,2020-05-18,47
MS,2020-05-19,26
MS,2020-05-20,27
MS,2020-05-21,32
MS,2020-05-22,33
MS,2020-05-23,33
MS,2020-05-24,28
MS,2020-05-25,28
MS,2020-05-26,28
MS,2020-05-27,22
MS,2020-05-28,31
MS,2020-05-29,26
MT,2020-01-03,1
MT,2020-01-06,1
MT,2020-01-15,2
MT,2020-01-16,1
MT,2020-01-17,1
MT,2020-01-29,1
MT,2020-02-01,1
MT,2020-02-02,1
MT,2020-02-11,1
MT,2020-02-12,1
MT,2020-02-15,3
MT,2020-02-20,4
MT,2020-02-21,3
MT,2020-02-22,4
MT,2020-02-24,2
MT,2020-02-25,2
MT,2020-02-26,4
MT,2020-02-27,3
MT,2020-02-28,3
MT,2020-03-01,3
MT,2020-03-02,5
MT,2020-03-03,4
MT,2020-03-04,3
MT,2020-03-05,4
MT,2020-03-06,3
MT,2020-03-07,2
MT,2020-03-08,6
MT,2020-03-09,3
MT,2020-03-10,9
MT,2020-03-11,10
MT,2020-03-12,9
MT,2020-03-13,16
MT,2020-03-14,9
MT,2020-03-15,12
MT,2020-03-16,14
MT,2020-03-17,17
MT,2020-03-18,13
MT,2020-03-19,6
MT,2020-03-20,21
MT,2020-03-21,15
MT,2020-03-22,21
MT,2020-03-23,26
MT,2020-03-24,25
MT,2020-03-25,19
MT,2020-03-26,31
MT,2020-03-27,12
MT,2020-03-28,22
MT,2020-03-29,13
MT,2020-03-30,29
MT,2020-03-31,22
MT,2020-04-01,27
MT,2020-04-02,17
MT,2020-04-03,24
MT,2020-04-04,17
MT,2020-04-05,21
MT,2020-04-06,24
MT,2020-04-07,20
MT,2020-04-08,20
MT,2020-04-09,14
MT,2020-04-10,26
MT,2020-04-11,14
MT,2020-04-12,19
MT,2020-04-13,14
MT,2020-04-14,16
MT,2020-04-15,18
MT,2020-04-16,19
MT,2020-04-17,14
MT,2020-04-18,20
MT,2020-04-19,20
MT,2020-04-20,29
MT,2020-04-21,18
MT,2020-04-22,12
MT,2020-04-23,20
MT,2020-04-24,23
MT,2020-04-25,28
MT,2020-04-26,24
MT,2020-04-27,24
MT,2020-04-28,27
MT,2020-04-29,31
MT,2020-04-30,39
MT,2020-05-01,53
MT,2020-05-02,33
MT,2020-05-03,50
MT,2020-05-04,61
MT,2020-05-05,60
MT,2020-05-06,62
MT,2020-05-07,61
MT,2020-05-08,87
MT,2020-05-09,57
MT,2020-05-10,108
MT,2020-05-11,102
MT,2020-05-12,72
MT,2020-05-13,82
MT,2020-05-14,119
MT,2020-05-15,149
MT,2020-05-16,102
MT,2020-05-17,133
MT,2020-05-18,165
MT,2020-05-19,149
MT,2020-05-20,196
MT,2020-05-21,183
MT,2020-05-22,151
MT,2020-05-23,175
MT,2020-05-24,154
MT,2020-05-25,250
MT,2020-05-26,185
MT,2020-05-27,163
MT,2020-05-28,207
MT,2020-05-29,202
MT,2020-05-30,223
PA,2019-12-29,1
PA,2019-12-30,1
PA,2020-01-01,4
PA,2020-01-02,3
PA,2020-01-03,1
PA,2020-01-05,5
PA,2020-01-06,3
PA,2020-01-07,1
PA,2020-01-10,3
PA,2020-01-11,2
PA,2020-01-12,2
PA,2020-01-14,2
PA,2020-01-15,1
PA,2020-01-16,3
PA,2020-01-17,3
PA,2020-01-18,3
PA,2020-01-19,1
PA,2020-01-20,4
PA,2020-01-21,2
PA,2020-01-22,1
PA,2020-01-23,2
PA,2020-01-25,2
PA,2020-01-26,2
PA,2020-01-27,3
PA,2020-01-29,2
PA,2020-01-30,3
PA,2020-02-02,2
PA,2020-02-03,2
PA,2020-02-04,3
PA,2020-02-05,4
PA,2020-02-07,5
PA,2020-02-08,1
PA,2020-02-09,2
PA,2020-02-10,1
PA,2020-02-12,2
PA,2020-02-13,2
PA,2020-02-14,4
PA,2020-02-15,1
PA,2020-02-16,3
PA,2020-02-17,2
PA,2020-02-18,4
PA,2020-02-19,6
PA,2020-02-20,2
PA,2020-02-21,8
PA,2020-02-22,1
PA,2020-02-23,3
PA,2020-02-24,1
PA,2020-02-25,7
PA,2020-02-26,2
PA,2020-02-27,8
PA,2020-02-28,7
PA,2020-02-29,5
PA,2020-03-01,7
PA,2020-03-02,5
PA,2020-03-03,10
PA,2020-03-04,3
PA,2020-03-05,16
PA,2020-03-06,7
PA,2020-03-07,7
PA,2020-03-09,6
PA,2020-03-10,14
PA,2020-03-11,5
PA,2020-03-12,10
PA,2020-03-13,15
PA,2020-03-14,12
PA,2020-03-15,21
PA,2020-03-16,20
PA,2020-03-17,17
PA,2020-03-18,18
PA,2020-03-19,16
PA,2020-03-20,48
PA,2020-03-21,23
PA,2020-03-22,23
PA,2020-03-23,41
PA,2020-03-24,22
PA,2020-03-25,24
PA,2020-03-26,26
PA,2020-03-27,23
PA,2020-03-28,26
PA,2020-03-29,33
PA,2020-03-30,38
PA,2020-03-31,21
PA,2020-04-01,86
PA,2020-04-02,55
PA,2020-04-03,66
PA,2020-04-04,53
PA,2020-04-05,73
PA,2020-04-06,83
PA,2020-04-07,88
PA,2020-04-08,120
PA,2020-04-09,102
PA,2020-04-10,223
PA,2020-04-11,136
PA,2020-04-12,162
PA,2020-04-13,189
PA,2020-04-14,183
PA,2020-04-15,240
PA,2020-04-16,218
PA,2020-04-17,241
PA,2020-04-18,299
PA,2020-04-19,278
PA,2020-04-20,516
PA,2020-04-21,251
PA,2020-04-22,291
PA,2020-04-23,303
PA,2020-04-24,306
PA,2020-04-25,372
PA,2020-04-26,340
PA,2020-04-27,280
PA,2020-04-28,391
PA,2020-04-29,318
PA,2020-04-30,369
PA,2020-05-01,633
PA,2020-05-02,345
PA,2020-05-03,303
PA,2020-05-04,354
PA,2020-05-05,419
PA,2020-05-06,288
PA,2020-05-07,315
PA,2020-05-08,356
PA,2020-05-09,292
PA,2020-05-10,525
PA,2020-05-11,287
PA,2020-05-12,264
PA,2020-05-13,258
PA,2020-05-14,289
PA,2020-05-15,359
PA,2020-05-16,236
PA,2020-05-17,211
PA,2020-05-18,297
PA,2020-05-19,210
PA,2020-05-20,374
PA,2020-05-21,181
PA,2020-05-22,213
PA,2020-05-23,167
PA,2020-05-24,167
PA,2020-05-25,270
PA,2020-05-26,157
PA,2020-05-27,161
PA,2020-05-28,183
PA,2020-07-02,110
PA,2020-07-15,163
PA,2020-09-02,68
PA,2020-10-01,119
PB,2020-01-07,1
PB,2020-01-14,2
PB,2020-01-15,1
PB,2020-01-16,1
PB,2020-01-17,2
PB,2020-01-19,1
PB,2020-01-24,1
PB,2020-01-26,1
PB,2020-01-27,2
PB,2020-02-03,3
PB,2020-02-05,4
PB,2020-02-06,1
PB,2020-02-09,1
PB,2020-02-10,1
PB,2020-02-11,3
PB,2020-02-13,2
PB,2020-02-14,1
PB,2020-02-15,1
PB,2020-02-18,2
PB,2020-02-21,1
PB,2020-02-24,3
PB,2020-02-26,1
PB,2020-02-27,1
PB,2020-02-29,1
PB,2020-03-01,8
PB,2020-03-02,4
PB,2020-03-04,3
PB,2020-03-05,10
PB,2020-03-06,9
PB,2020-03-07,9
PB,2020-03-08,6
PB,2020-03-09,12
PB,2020-03-10,12
PB,2020-03-11,10
PB,2020-03-12,9
PB,2020-03-13,15
PB,2020-03-14,12
PB,2020-03-15,16
PB,2020-03-16,24
PB,2020-03-17,23
PB,2020-03-18,23
PB,2020-03-19,32
PB,2020-03-20,37
PB,2020-03-21,29
PB,2020-03-22,18
PB,2020-03-23,34
PB,2020-03-24,30
PB,2020-03-25,24
PB,2020-03-26,27
PB,2020-03-27,19
PB,2020-03-28,21
PB,2020-03-29,13
PB,2020-03-30,26
PB,2020-03-31,16
PB,2020-04-01,27
PB,2020-04-02,18
PB,2020-04-03,17
PB,2020-04-04,26
PB,2020-04-05,28
PB,2020-04-06,24
PB,2020-04-07,29
PB,2020-04-08,19
PB,2020-04-09,27
PB,2020-04-10,35
PB,2020-04-11,18
PB,2020-04-12,30
PB,2020-04-13,37
PB,2020-04-14,31
PB,2020-04-15,30
PB,2020-04-16,46
PB,2020-04-17,41
PB,2020-04-18,44
PB,2020-04-19,39
PB,2020-04-20,69
PB,2020-04-21,45
PB,2020-04-22,61
PB,2020-04-23,58
PB,2020-04-24,65
PB,2020-04-25,79
PB,2020-04-26,72
PB,2020-04-27,57
PB,2020-04-28,68
PB,2020-04-29,50
PB,2020-04-30,89
PB,2020-05-01,147
PB,2020-05-02,70
PB,2020-05-03,93
PB,2020-05-04,118
PB,2020-05-05,100
PB,2020-05-06,95
PB,2020-05-07,97
PB,2020-05-08,99
PB,2020-05-09,114
PB,2020-05-10,131
PB,2020-05-11,110
PB,2020-05-12,88
PB,2020-05-13,115
PB,2020-05-14,103
PB,2020-05-15,128
PB,2020-05-16,76
PB,2020-05-17,106
PB,2020-05-18,95
PB,2020-05-19,97
PB,2020-05-20,170
PB,2020-05-21,104
PB,2020-05-22,111
PB,2020-05-23,93
PB,2020-05-24,116
PB,2020-05-25,132
PB,2020-05-26,112
PB,2020-05-27,89
PB,2020-05-28,101
PB,2020-05-29,86
PB,2020-05-30,73
PE,2019-12-29,3
PE,2019-12-30,1
PE,2019-12-31,3
PE,2020-01-01,5
PE,2020-01-02,4
PE,2020-01-03,3
PE,2020-01-04,6
PE,2020-01-05,5
PE,2020-01-06,6
PE,2020-01-08,4
PE,2020-01-09,6
PE,2020-01-10,2
PE,2020-01-11,3
PE,2020-01-12,6
PE,2020-01-13,2
PE,2020-01-14,2
PE,2020-01-15,4
PE,2020-01-16,6
PE,2020-01-17,5
PE,2020-01-18,2
PE,2020-01-19,4
PE,2020-01-20,5
PE,2020-01-21,3
PE,2020-01-22,2
PE,2020-01-23,4
PE,2020-01-24,1
PE,2020-01-25,4
PE,2020-01-26,2
PE,2020-01-27,3
PE,2020-01-28,4
PE,2020-01-29,1
PE,2020-01-30,2
PE,2020-01-31,3
PE,2020-02-01,5
PE,2020-02-02,5
PE,2020-02-03,1
PE,2020-02-04,6
PE,2020-02-05,5
PE,2020-02-07,8
PE,2020-02-08,3
PE,2020-02-10,5
PE,2020-02-12,2
PE,2020-02-13,4
PE,2020-02-14,5
PE,2020-02-16,9
PE,2020-02-17,12
PE,2020-02-18,3
PE,2020-02-19,9
PE,2020-02-20,8
PE,2020-02-21,10
PE,2020-02-22,11
PE,2020-02-23,6
PE,2020-02-24,7
PE,2020-02-25,6
PE,2020-02-26,11
PE,2020-02-27,10
PE,2020-02-28,9
PE,2020-02-29,7
PE,2020-03-01,23
PE,2020-03-02,11
PE,2020-03-03,9
PE,2020-03-04,6
PE,2020-03-05,8
PE,2020-03-06,8
PE,2020-03-07,15
PE,2020-03-08,16
PE,2020-03-09,20
PE,2020-03-10,26
PE,2020-03-11,31
PE,2020-03-12,43
PE,2020-03-13,36
PE,2020-03-14,51
PE,2020-03-15,57
PE,2020-03-16,62
PE,2020-03-17,68
PE,2020-03-18,70
PE,2020-03-19,67
PE,2020-03-20,121
PE,2020-03-21,84
PE,2020-03-22,69
PE,2020-03-23,89
PE,2020-03-24,89
PE,2020-03-25,85
PE,2020-03-26,86
PE,2020-03-27,77
PE,2020-03-28,71
PE,2020-03-29,78
PE,2020-03-30,115
PE,2020-03-31,102
PE,2020-04-01,191
PE,2020-04-02,122
PE,2020-04-03,137
PE,2020-04-04,182
PE,2020-04-05,185
PE,2020-04-06,237
PE,2020-04-07,222
PE,2020-04-08,224
PE,2020-04-09,262
PE,2020-04-10,382
PE,2020-04-11,256
PE,2020-04-12,242
PE,2020-04-13,330
PE,2020-04-14,319
PE,2020-04-15,331
PE,2020-04-16,310
PE,2020-04-17,346
PE,2020-04-18,365
PE,2020-04-19,326
PE,2020-04-20,518
PE,2020-04-21,336
PE,2020-04-22,358
PE,2020-04-23,420
PE,2020-04-24,395
PE,2020-04-25,449
PE,2020-04-26,367
PE,2020-04-27,409
PE,2020-04-28,406
PE,2020-04-29,354
PE,2020-04-30,403
PE,2020-05-01,596
PE,2020-05-02,412
PE,2020-05-03,438
PE,2020-05-04,442
PE,2020-05-05,452
PE,2020-05-06,417
PE,2020-05-07,373
PE,2020-05-08,419
PE,2020-05-09,388
PE,2020-05-10,519
PE,2020-05-11,424
PE,2020-05-12,401
PE,2020-05-13,407
PE,2020-05-14,377
PE,2020-05-15,465
PE,2020-05-16,337
PE,2020-05-17,365
PE,2020-05-18,420
PE,2020-05-19,320
PE,2020-05-20,466
PE,2020-05-21,324
PE,2020-05-22,302
PE,2020-05-23,284
PE,2020-05-24,289
PE,2020-05-25,395
PE,2020-05-26,289
PE,2020-05-27,291
PE,2020-05-28,328
PE,2020-05-29,279
PE,2020-05-30,284
PE,2020-05-31,249
PE,2020-06-11,195
PE,2020-06-14,216
PE,2020-08-20,238
PE,2020-10-02,130
PE,2020-11-26,139
PI,2019-12-30,3
PI,2020-01-01,1
PI,2020-01-06,2
PI,2020-01-07,1
PI,2020-01-08,2
PI,2020-01-10,2
PI,2020-01-14,2
PI,2020-01-16,1
PI,2020-01-18,2
PI,2020-01-21,1
PI,2020-01-28,2
PI,2020-01-30,1
PI,2020-01-31,1
PI,2020-02-01,2
PI,2020-02-03,1
PI,2020-02-05,2
PI,2020-02-08,1
PI,2020-02-09,2
PI,2020-02-10,4
PI,2020-02-11,1
PI,2020-02-12,3
PI,2020-02-13,1
PI,2020-02-14,3
PI,2020-02-16,1
PI,2020-02-17,1
PI,2020-02-19,2
PI,2020-02-20,3
PI,2020-02-21,3
PI,2020-02-22,1
PI,2020-02-23,2
PI,2020-02-24,3
PI,2020-02-25,3
PI,2020-02-26,3
PI,2020-02-27,7
PI,2020-02-29,2
PI,2020-03-01,6
PI,2020-03-02,4
PI,2020-03-03,7
PI,2020-03-04,5
PI,2020-03-05,8
PI,2020-03-06,5
PI,2020-03-07,1
PI,2020-03-08,5
PI,2020-03-09,3
PI,2020-03-10,10
PI,2020-03-11,10
PI,2020-03-12,8
PI,2020-03-13,11
PI,2020-03-14,13
PI,2020-03-15,20
PI,2020-03-16,16
PI,2020-03-17,15
PI,2020-03-18,18
PI,2020-03-19,15
PI,2020-03-20,26
PI,2020-03-21,20
PI,2020-03-22,21
PI,2020-03-23,26
PI,2020-03-24,23
PI,2020-03-25,25
PI,2020-03-26,16
PI,2020-03-27,24
PI,2020-03-28,19
PI,2020-03-29,16
PI,2020-03-30,27
PI,2020-03-31,7
PI,2020-04-01,27
PI,2020-04-02,13
PI,2020-04-03,16
PI,2020-04-04,17
PI,2020-04-05,24
PI,2020-04-06,24
PI,2020-04-07,15
PI,2020-04-08,17
PI,2020-04-09,23
PI,2020-04-10,28
PI,2020-04-11,22
PI,2020-04-12,18
PI,2020-04-13,26
PI,2020-04-14,30
PI,2020-04-15,27
PI,2020-04-16,29
PI,2020-04-17,25
PI,2020-04-18,36
PI,2020-04-19,24
PI,2020-04-20,35
PI,2020-04-21,33
PI,2020-04-22,35
PI,2020-04-23,43
PI,2020-04-24,40
PI,2020-04-25,43
PI,2020-04-26,53
PI,2020-04-27,46
PI,2020-04-28,36
PI,2020-04-29,37
PI,2020-04-30,50
PI,2020-05-01,79
PI,2020-05-02,41
PI,2020-05-03,43
PI,2020-05-04,52
PI,2020-05-05,62
PI,2020-05-06,50
PI,2020-05-07,61
PI,2020-05-08,57
PI,2020-05-09,54
PI,2020-05-10,86
PI,2020-05-11,65
PI,2020-05-12,51
PI,2020-05-13,50
PI,2020-05-14,58
PI,2020-05-15,78
PI,2020-05-16,79
PI,2020-05-17,65
PI,2020-05-18,74
PI,2020-05-19,70
PI,2020-05-20,99
PI,2020-05-21,60
PI,2020-05-22,70
PI,2020-05-23,71
PI,2020-05-24,43
PI,2020-05-25,115
PI,2020-05-26,59
PI,2020-05-27,43
PI,2020-05-28,72
PI,2020-05-29,73
PI,2020-05-30,65
PI,2020-06-29,79
PR,2019-12-29,3
PR,2019-12-30,3
PR,2019-12-31,10
PR,2020-01-01,18
PR,2020-01-02,7
PR,2020-01-03,8
PR,2020-01-04,6
PR,2020-01-05,9
PR,2020-01-06,6
PR,2020-01-07,7
PR,2020-01-08,2
PR,2020-01-09,3
PR,2020-01-10,8
PR,2020-01-11,5
PR,2020-01-12,11
PR,2020-01-13,10
PR,2020-01-14,8
PR,2020-01-15,11
PR,2020-01-16,10
PR,2020-01-17,5
PR,2020-01-18,4
PR,2020-01-19,10
PR,2020-01-20,9
PR,2020-01-21,4
PR,2020-01-22,9
PR,2020-01-23,7
PR,2020-01-24,6
PR,2020-01-25,6
PR,2020-01-26,8
PR,2020-01-27,8
PR,2020-01-28,9
PR,2020-01-29,11
PR,2020-01-30,5
PR,2020-01-31,8
PR,2020-02-01,11
PR,2020-02-02,7
PR,2020-02-03,8
PR,2020-02-04,13
PR,2020-02-05,3
PR,2020-02-06,4
PR,2020-02-07,8
PR,2020-02-08,4
PR,2020-02-09,10
PR,2020-02-10,10
PR,2020-02-11,9
PR,2020-02-12,7
PR,2020-02-13,3
PR,2020-02-14,13
PR,2020-02-15,14
PR,2020-02-16,7
PR,2020-02-17,11
PR,2020-02-18,5
PR,2020-02-19,11
PR,2020-02-20,7
PR,2020-02-21,7
PR,2020-02-22,9
PR,2020-02-23,14
PR,2020-02-24,13
PR,2020-02-25,13
PR,2020-02-26,14
PR,2020-02-27,13
PR,2020-02-28,13
PR,2020-02-29,16
PR,2020-03-01,23
PR,2020-03-02,17
PR,2020-03-03,20
PR,2020-03-04,13
PR,2020-03-05,19
PR,2020-03-06,26
PR,2020-03-07,23
PR,2020-03-08,23
PR,2020-03-09,36
PR,2020-03-10,57
PR,2020-03-11,34
PR,2020-03-12,43
PR,2020-03-13,52
PR,2020-03-14,52
PR,2020-03-15,80
PR,2020-03-16,89
PR,2020-03-17,75
PR,2020-03-18,82
PR,2020-03-19,101
PR,2020-03-20,133
PR,2020-03-21,89
PR,2020-03-22,115
PR,2020-03-23,150
PR,2020-03-24,97
PR,2020-03-25,93
PR,2020-03-26,98
PR,2020-03-27,92
PR,2020-03-28,101
PR,2020-03-29,103
PR,2020-03-30,104
PR,2020-03-31,95
PR,2020-04-01,134
PR,2020-04-02,109
PR,2020-04-03,81
PR,2020-04-04,119
PR,2020-04-05,125
PR,2020-04-06,118
PR,2020-04-07,90
PR,2020-04-08,90
PR,2020-04-09,94
PR,2020-04-10,105
PR,2020-04-11,80
PR,2020-04-12,113
PR,2020-04-13,114
PR,2020-04-14,93
PR,2020-04-15,125
PR,2020-04-16,103
PR,2020-04-17,103
PR,2020-04-18,124
PR,2020-04-19,100
PR,2020-04-20,142
PR,2020-04-21,100
PR,2020-04-22,107
PR,2020-04-23,129
PR,2020-04-24,100
PR,2020-04-25,144
PR,2020-04-26,112
PR,2020-04-27,125
PR,2020-04-28,125
PR,2020-04-29,90
PR,2020-04-30,118
PR,2020-05-01,139
PR,2020-05-02,116
PR,2020-05-03,113
PR,2020-05-04,138
PR,2020-05-05,107
PR,2020-05-06,101
PR,2020-05-07,121
PR,2020-05-08,114
PR,2020-05-09,104
PR,2020-05-10,173
PR,2020-05-11,122
PR,2020-05-12,122
PR,2020-05-13,116
PR,2020-05-14,118
PR,2020-05-15,148
PR,2020-05-16,136
PR,2020-05-17,123
PR,2020-05-18,159
PR,2020-05-19,132
PR,2020-05-20,192
PR,2020-05-21,119
PR,2020-05-22,146
PR,2020-05-23,121
PR,2020-05-24,136
PR,2020-05-25,189
PR,2020-05-26,144
PR,2020-05-27,157
PR,2020-05-28,177
PR,2020-05-29,179
PR,2020-05-30,174
PR,2020-05-31,192
PR,2020-06-03,214
PR,2020-07-29,268
RJ,2019-12-29,2
RJ,2019-12-30,2
RJ,2019-12-31,4
RJ,2020-01-01,6
RJ,2020-01-02,3
RJ,2020-01-03,2
RJ,2020-01-04,5
RJ,2020-01-05,4
RJ,2020-01-06,4
RJ,2020-01-08,5
RJ,2020-01-09,4
RJ,2020-01-10,6
RJ,2020-01-13,2
RJ,2020-01-14,5
RJ,2020-01-15,3
RJ,2020-01-16,4
RJ,2020-01-17,2
RJ,2020-01-18,7
RJ,2020-01-21,1
RJ,2020-01-22,2
RJ,2020-01-23,3
RJ,2020-01-24,3
RJ,2020-01-25,5
RJ,2020-01-26,1
RJ,2020-01-27,2
RJ,2020-01-29,3
RJ,2020-01-30,5
RJ,2020-01-31,5
RJ,2020-02-03,1
RJ,2020-02-06,2
RJ,2020-02-08,2
RJ,2020-02-09,4
RJ,2020-02-10,1
RJ,2020-02-11,3
RJ,2020-02-13,4
RJ,2020-02-14,3
RJ,2020-02-15,3
RJ,2020-02-17,7
RJ,2020-02-18,5
RJ,2020-02-19,3
RJ,2020-02-20,10
RJ,2020-02-21,1
RJ,2020-02-22,6
RJ,2020-02-23,4
RJ,2020-02-24,8
RJ,2020-02-25,11
RJ,2020-02-26,7
RJ,2020-02-27,6
RJ,2020-02-28,6
RJ,2020-02-29,5
RJ,2020-03-01,23
RJ,2020-03-02,12
RJ,2020-03-03,9
RJ,2020-03-04,12
RJ,2020-03-05,22
RJ,2020-03-06,13
RJ,2020-03-07,29
RJ,2020-03-08,23
RJ,2020-03-09,26
RJ,2020-03-10,59
RJ,2020-03-11,47
RJ,2020-03-12,70
RJ,2020-03-13,80
RJ,2020-03-14,96
RJ,2020-03-15,124
RJ,2020-03-16,135
RJ,2020-03-17,143
RJ,2020-03-18,156
RJ,2020-03-19,140
RJ,2020-03-20,234
RJ,2020-03-21,178
RJ,2020-03-22,159
RJ,2020-03-23,255
RJ,2020-03-24,197
RJ,2020-03-25,214
RJ,2020-03-26,171
RJ,2020-03-27,223
RJ,2020-03-28,232
RJ,2020-03-29,215
RJ,2020-03-30,291
RJ,2020-03-31,248
RJ,2020-04-01,422
RJ,2020-04-02,360
RJ,2020-04-03,336
RJ,2020-04-04,374
RJ,2020-04-05,379
RJ,2020-04-06,394
RJ,2020-04-07,423
RJ,2020-04-08,420
RJ,2020-04-09,477
RJ,2020-04-10,650
RJ,2020-04-11,483
RJ,2020-04-12,562
RJ,2020-04-13,608
RJ,2020-04-14,648
RJ,2020-04-15,711
RJ,2020-04-16,626
RJ,2020-04-17,632
RJ,2020-04-18,697
RJ,2020-04-19,637
RJ,2020-04-20,1081
RJ,2020-04-21,661
RJ,2020-04-22,749
RJ,2020-04-23,714
RJ,2020-04-24,736
RJ,2020-04-25,795
RJ,2020-04-26,758
RJ,2020-04-27,748
RJ,2020-04-28,809
RJ,2020-04-29,605
RJ,2020-04-30,851
RJ,2020-05-01,1280
RJ,2020-05-02,750
RJ,2020-05-03,725
RJ,2020-05-04,833
RJ,2020-05-05,797
RJ,2020-05-06,666
RJ,2020-05-07,697
RJ,2020-05-08,712
RJ,2020-05-09,621
RJ,2020-05-10,986
RJ,2020-05-11,647
RJ,2020-05-12,694
RJ,2020-05-13,654
RJ,2020-05-14,648
RJ,2020-05-15,718
RJ,2020-05-16,557
RJ,2020-05-17,596
RJ,2020-05-18,575
RJ,2020-05-19,507
RJ,2020-05-20,777
RJ,2020-05-21,495
RJ,2020-05-22,494
RJ,2020-05-23,427
RJ,2020-05-24,426
RJ,2020-05-25,571
RJ,2020-05-26,405
RJ,2020-05-27,337
RJ,2020-05-28,430
RJ,2020-05-29,389
RJ,2020-05-31,341
RJ,2020-06-04,364
RJ,2020-07-06,346
RJ,2020-08-26,306
RJ,2020-10-10,417
RJ,2020-11-16,522
RN,2020-01-07,3
RN,2020-01-08,1
RN,2020-01-12,1
RN,2020-01-14,1
RN,2020-01-17,1
RN,2020-01-19,1
RN,2020-01-21,1
RN,2020-01-25,1
RN,2020-01-28,1
RN,2020-01-29,3
RN,2020-01-30,1
RN,2020-01-31,2
RN,2020-02-03,1
RN,2020-02-04,3
RN,2020-02-05,1
RN,2020-02-10,1
RN,2020-02-18,2
RN,2020-02-19,1
RN,2020-02-20,2
RN,2020-02-21,1
RN,2020-02-26,1
RN,2020-02-28,1
RN,2020-03-01,6
RN,2020-03-03,4
RN,2020-03-05,1
RN,2020-03-06,2
RN,2020-03-07,3
RN,2020-03-08,6
RN,2020-03-09,3
RN,2020-03-10,7
RN,2020-03-11,6
RN,2020-03-12,7
RN,2020-03-13,7
RN,2020-03-14,10
RN,2020-03-15,7
RN,2020-03-16,13
RN,2020-03-17,9
RN,2020-03-18,11
RN,2020-03-19,21
RN,2020-03-20,18
RN,2020-03-21,20
RN,2020-03-22,11
RN,2020-03-23,14
RN,2020-03-24,14
RN,2020-03-25,12
RN,2020-03-26,7
RN,2020-03-27,11
RN,2020-03-28,11
RN,2020-03-29,12
RN,2020-03-30,9
RN,2020-03-31,11
RN,2020-04-01,27
RN,2020-04-02,12
RN,2020-04-03,15
RN,2020-04-04,15
RN,2020-04-05,8
RN,2020-04-06,17
RN,2020-04-07,12
RN,2020-04-08,15
RN,2020-04-09,17
RN,2020-04-10,21
RN,2020-04-11,14
RN,2020-04-12,11
RN,2020-04-13,20
RN,2020-04-14,19
RN,2020-04-15,17
RN,2020-04-16,13
RN,2020-04-17,20
RN,2020-04-18,15
RN,2020-04-19,19
RN,2020-04-20,25
RN,2020-04-21,25
RN,2020-04-22,21
RN,2020-04-23,23
RN,2020-04-24,21
RN,2020-04-25,23
RN,2020-04-26,36
RN,2020-04-27,38
RN,2020-04-28,25
RN,2020-04-29,31
RN,2020-04-30,42
RN,2020-05-01,52
RN,2020-05-02,49
RN,2020-05-03,36
RN,2020-05-04,42
RN,2020-05-05,45
RN,2020-05-06,45
RN,2020-05-07,45
RN,2020-05-08,52
RN,2020-05-09,41
RN,2020-05-10,68
RN,2020-05-11,54
RN,2020-05-12,58
RN,2020-05-13,57
RN,2020-05-14,53
RN,2020-05-15,64
RN,2020-05-16,62
RN,2020-05-17,58
RN,2020-05-18,65
RN,2020-05-19,64
RN,2020-05-20,87
RN,2020-05-21,81
RN,2020-05-22,66
RN,2020-05-23,53
RN,2020-05-24,73
RN,2020-05-25,78
RN,2020-05-26,67
RN,2020-05-27,61
RN,2020-05-28,85
RN,2020-06-13,77
RO,2020-01-09,1
RO,2020-01-17,3
RO,2020-01-18,2
RO,2020-01-22,1
RO,2020-01-23,1
RO,2020-01-24,2
RO,2020-01-25,2
RO,2020-02-03,1
RO,2020-02-04,3
RO,2020-02-17,4
RO,2020-02-25,2
RO,2020-02-28,1
RO,2020-03-01,3
RO,2020-03-05,3
RO,2020-03-08,1
RO,2020-03-10,3
RO,2020-03-11,2
RO,2020-03-12,2
RO,2020-03-13,4
RO,2020-03-14,3
RO,2020-03-15,2
RO,2020-03-17,3
RO,2020-03-18,3
RO,2020-03-19,2
RO,2020-03-21,2
RO,2020-03-22,1
RO,2020-03-23,2
RO,2020-03-24,3
RO,2020-03-25,3
RO,2020-03-26,4
RO,2020-03-27,2
RO,2020-03-29,5
RO,2020-03-30,3
RO,2020-03-31,8
RO,2020-04-01,18
RO,2020-04-02,15
RO,2020-04-03,10
RO,2020-04-04,12
RO,2020-04-05,10
RO,2020-04-06,4
RO,2020-04-07,9
RO,2020-04-08,7
RO,2020-04-09,13
RO,2020-04-10,8
RO,2020-04-11,8
RO,2020-04-12,15
RO,2020-04-13,15
RO,2020-04-14,17
RO,2020-04-15,10
RO,2020-04-16,10
RO,2020-04-17,15
RO,2020-04-18,8
RO,2020-04-19,15
RO,2020-04-20,18
RO,2020-04-21,7
RO,2020-04-22,14
RO,2020-04-23,20
RO,2020-04-24,26
RO,2020-04-25,10
RO,2020-04-26,24
RO,2020-04-27,18
RO,2020-04-28,22
RO,2020-04-29,12
RO,2020-04-30,15
RO,2020-05-01,44
RO,2020-05-02,14
RO,2020-05-03,25
