SG_UF,DT_SIN_PRI,count
BA,2020-06-19,185
BA,2020-06-20,228
BA,2020-06-21,195
BA,2020-06-22,233
BA,2020-06-23,191
BA,2020-06-24,165
BA,2020-06-25,194
BA,2020-06-26,224
BA,2020-06-27,168
BA,2020-06-28,167
BA,2020-06-29,196
BA,2020-06-30,229
BA,2020-07-01,301
BA,2020-07-02,212
BA,2020-07-03,215
BA,2020-07-04,188
BA,2020-07-05,204
BA,2020-07-06,244
BA,2020-07-07,209
BA,2020-07-08,216
BA,2020-07-09,196
BA,2020-07-10,260
BA,2020-08-14,156
BA,2020-08-22,142
BA,2020-11-17,157
BA,2020-12-28,159
CE,2020-06-01,389
CE,2020-06-02,251
CE,2020-06-03,259
CE,2020-06-04,197
CE,2020-06-05,239
CE,2020-06-06,227
CE,2020-06-07,181
CE,2020-06-08,231
CE,2020-06-09,232
CE,2020-06-10,276
CE,2020-06-11,226
CE,2020-06-12,237
CE,2020-06-13,224
CE,2020-06-14,184
CE,2020-06-15,273
CE,2020-06-16,199
CE,2020-06-17,169
CE,2020-06-18,203
CE,2020-06-19,200
CE,2020-06-20,224
CE,2020-06-21,160
CE,2020-06-22,197
CE,2020-06-23,170
CE,2020-06-24,183
CE,2020-06-25,182
CE,2020-06-26,183
CE,2020-06-27,167
CE,2020-06-28,168
CE,2020-06-29,166
CE,2020-06-30,198
CE,2020-07-01,263
CE,2020-07-02,170
CE,2020-07-03,166
CE,2020-07-04,133
CE,2020-07-05,174
CE,2020-07-06,160
CE,2020-07-07,181
CE,2020-07-08,164
CE,2020-07-09,159
CE,2020-07-10,262
CE,2020-07-28,131
CE,2020-10-13,95
CE,2020-10-16,99
DF,2020-05-30,90
DF,2020-05-31,99
DF,2020-06-01,170
DF,2020-06-02,100
DF,2020-06-03,114
DF,2020-06-04,120
DF,2020-06-05,128
DF,2020-06-06,108
DF,2020-06-08,122
DF,2020-06-11,104
DF,2020-06-12,163
DF,2020-06-13,115
DF,2020-06-14,143
DF,2020-06-15,148
DF,2020-06-16,145
DF,2020-06-17,147
DF,2020-06-19,135
DF,2020-06-20,194
DF,2020-06-21,133
DF,2020-06-22,160
DF,2020-06-23,146
DF,2020-06-24,134
DF,2020-06-25,147
DF,2020-06-26,159
DF,2020-06-27,146
DF,2020-06-28,140
DF,2020-06-29,142
DF,2020-06-30,161
DF,2020-07-01,248
DF,2020-07-02,157
DF,2020-07-03,173
DF,2020-07-04,144
DF,2020-07-05,195
DF,2020-07-06,170
DF,2020-07-07,178
DF,2020-07-08,154
DF,2020-07-09,160
DF,2020-07-10,252
DF,2020-07-13,166
DF,2020-08-01,255
DF,2020-08-07,141
ES,2020-05-28,79
ES,2020-05-29,75
ES,2020-05-30,68
ES,2020-05-31,63
ES,2020-06-01,117
ES,2020-06-02,82
ES,2020-06-03,80
ES,2020-06-04,66
ES,2020-06-05,80
ES,2020-06-06,73
ES,2020-06-07,71
ES,2020-06-08,89
ES,2020-06-09,69
ES,2020-06-10,80
ES,2020-06-11,79
ES,2020-06-12,74
ES,2020-06-13,84
ES,2020-06-14,81
ES,2020-06-15,100
ES,2020-06-16,76
ES,2020-06-17,68
ES,2020-06-18,73
ES,2020-06-19,81
ES,2020-06-20,83
ES,2020-06-21,64
ES,2020-06-22,79
ES,2020-06-23,64
ES,2020-06-24,81
ES,2020-06-25,82
ES,2020-06-26,80
ES,2020-06-27,58
ES,2020-06-28,61
ES,2020-06-29,54
ES,2020-06-30,74
ES,2020-07-01,78
ES,2020-07-02,64
ES,2020-07-03,62
ES,2020-07-04,58
ES,2020-07-05,40
ES,2020-07-06,65
ES,2020-07-07,54
GO,2020-05-30,73
GO,2020-05-31,73
GO,2020-06-01,138
GO,2020-06-02,102
GO,2020-06-03,82
GO,2020-06-04,94
GO,2020-06-05,97
GO,2020-06-06,106
GO,2020-06-07,101
GO,2020-06-08,105
GO,2020-06-09,98
GO,2020-06-10,140
GO,2020-06-11,104
GO,2020-06-12,114
GO,2020-06-13,106
GO,2020-06-14,109
GO,2020-06-15,188
GO,2020-06-16,118
GO,2020-06-17,140
GO,2020-06-18,137
GO,2020-06-19,146
GO,2020-06-20,236
GO,2020-06-21,147
GO,2020-06-22,154
GO,2020-06-23,156
GO,2020-06-24,180
GO,2020-06-25,207
GO,2020-06-26,177
GO,2020-06-27,170
GO,2020-06-28,179
GO,2020-06-29,160
GO,2020-06-30,214
GO,2020-07-01,289
GO,2020-07-02,200
GO,2020-07-03,200
GO,2020-07-04,184
GO,2020-07-05,215
GO,2020-07-06,201
GO,2020-07-07,197
GO,2020-07-08,206
GO,2020-07-09,176
GO,2020-07-10,295
MA,2020-05-27,97
MA,2020-05-29,84
MA,2020-05-30,90
MA,2020-05-31,77
MA,2020-06-01,164
MA,2020-06-02,124
MA,2020-06-03,91
MA,2020-06-04,83
MA,2020-06-05,123
MA,2020-06-06,85
MA,2020-06-07,80
MA,2020-06-08,96
MA,2020-06-09,77
MA,2020-06-10,126
MA,2020-06-11,70
MA,2020-06-12,97
MA,2020-06-13,66
MA,2020-06-14,67
MA,2020-06-15,113
MA,2020-06-16,62
MA,2020-06-17,73
MA,2020-06-18,61
MA,2020-06-19,78
MA,2020-06-20,143
MA,2020-06-21,52
MA,2020-06-22,58
MA,2020-06-23,60
MA,2020-06-24,63
MA,2020-06-25,76
MA,2020-06-26,55
MA,2020-06-27,31
MA,2020-06-28,66
MA,2020-06-29,30
MA,2020-06-30,59
MA,2020-07-01,85
MA,2020-07-02,45
MA,2020-07-03,47
MA,2020-07-04,24
MA,2020-07-05,49
MA,2020-07-06,45
MA,2020-07-07,39
MA,2020-07-08,45
MA,2020-07-09,30
MA,2020-07-10,62
MG,2020-05-31,277
MG,2020-06-01,472
MG,2020-06-02,338
MG,2020-06-03,364
MG,2020-06-04,325
MG,2020-06-05,399
MG,2020-06-08,379
MG,2020-06-09,365
MG,2020-06-10,458
MG,2020-06-11,372
MG,2020-06-12,441
MG,2020-06-13,386
MG,2020-06-14,430
MG,2020-06-15,493
MG,2020-06-16,415
MG,2020-06-17,429
MG,2020-06-18,460
MG,2020-06-19,500
MG,2020-06-20,582
MG,2020-06-21,430
MG,2020-06-22,475
MG,2020-06-23,427
MG,2020-06-24,441
MG,2020-06-25,530
MG,2020-06-26,580
MG,2020-06-27,472
MG,2020-06-28,489
MG,2020-06-29,515
MG,2020-06-30,508
MG,2020-07-01,788
MG,2020-07-02,523
MG,2020-07-03,581
MG,2020-07-04,552
MG,2020-07-05,492
MG,2020-07-06,531
MG,2020-07-07,526
MG,2020-07-08,534
MG,2020-07-09,490
MG,2020-07-10,679
MG,2020-07-16,521
MG,2020-07-20,711
MG,2020-07-24,462
MG,2020-07-26,481
MG,2020-08-08,445
MG,2020-08-14,499
MG,2020-08-21,464
MG,2020-09-02,437
MG,2020-09-10,493
MG,2020-10-01,558
MS,2020-05-30,23
MS,2020-05-31,26
MS,2020-06-01,51
MS,2020-06-02,33
MS,2020-06-03,39
MS,2020-06-04,44
MS,2020-06-05,38
MS,2020-06-06,46
MS,2020-06-07,40
MS,2020-06-08,59
MS,2020-06-09,36
MS,2020-06-10,63
MS,2020-06-11,44
MS,2020-06-12,41
MS,2020-06-13,49
MS,2020-06-14,58
MS,2020-06-15,64
MS,2020-06-16,61
MS,2020-06-17,36
MS,2020-06-18,64
MS,2020-06-19,40
MS,2020-06-20,76
MS,2020-06-21,44
MS,2020-06-22,48
MS,2020-06-23,47
MS,2020-06-24,50
MS,2020-06-25,52
MS,2020-06-26,59
MS,2020-06-27,52
MS,2020-06-28,63
MS,2020-06-29,55
MS,2020-06-30,91
MS,2020-07-01,88
MS,2020-07-02,69
MS,2020-07-03,83
MS,2020-07-04,60
MS,2020-07-05,80
MS,2020-07-06,71
MS,2020-07-07,68
MS,2020-07-08,79
MS,2020-07-09,96
MT,2020-05-31,181
MT,2020-06-01,363
MT,2020-06-02,214
MT,2020-06-03,220
MT,2020-06-04,242
MT,2020-06-05,285
MT,2020-06-06,263
MT,2020-06-07,238
MT,2020-06-08,321
MT,2020-06-09,236
MT,2020-06-10,365
MT,2020-06-11,302
MT,2020-06-12,361
MT,2020-06-13,318
MT,2020-06-14,356
MT,2020-06-15,519
MT,2020-06-16,374
MT,2020-06-17,330
MT,2020-06-18,370
MT,2020-06-19,418
MT,2020-06-20,485
MT,2020-06-21,315
MT,2020-06-22,387
MT,2020-06-23,289
MT,2020-06-24,275
MT,2020-06-25,325
MT,2020-06-26,319
MT,2020-06-27,292
MT,2020-06-28,307
MT,2020-06-29,326
MT,2020-06-30,294
MT,2020-07-01,368
MT,2020-07-02,248
MT,2020-07-03,226
MT,2020-07-04,181
MT,2020-07-05,218
MT,2020-07-06,234
MT,2020-07-07,183
MT,2020-07-08,182
MT,2020-09-05,69
PA,2020-03-08,1
PA,2020-05-29,146
PA,2020-05-30,143
PA,2020-05-31,112
PA,2020-06-01,283
PA,2020-06-02,188
PA,2020-06-03,144
PA,2020-06-04,145
PA,2020-06-05,187
PA,2020-06-06,151
PA,2020-06-07,134
PA,2020-06-08,169
PA,2020-06-09,137
PA,2020-06-10,265
PA,2020-06-11,115
PA,2020-06-12,141
PA,2020-06-13,137
PA,2020-06-14,135
PA,2020-06-15,209
PA,2020-06-16,125
PA,2020-06-17,125
PA,2020-06-18,146
PA,2020-06-19,127
PA,2020-06-20,213
PA,2020-06-21,86
PA,2020-06-22,115
PA,2020-06-23,100
PA,2020-06-24,78
PA,2020-06-25,133
PA,2020-06-26,139
PA,2020-06-27,89
PA,2020-06-28,110
PA,2020-06-29,103
PA,2020-06-30,106
PA,2020-07-01,222
PA,2020-07-03,124
PA,2020-07-04,116
PA,2020-07-05,121
PA,2020-07-06,118
PA,2020-07-07,104
PA,2020-07-08,119
PA,2020-07-09,96
PA,2020-07-11,87
PA,2020-07-16,103
PA,2020-07-18,108
PA,2020-07-19,98
PA,2020-07-21,79
PA,2020-07-23,91
PA,2020-07-30,111
PA,2020-08-03,72
PA,2020-08-09,102
PA,2020-08-28,82
PA,2020-09-05,97
PB,2020-02-28,1
PB,2020-05-31,88
PB,2020-06-01,136
PB,2020-06-02,89
PB,2020-06-03,95
PB,2020-06-04,89
PB,2020-06-05,95
PB,2020-06-06,86
PB,2020-06-07,77
PB,2020-06-08,83
PB,2020-06-09,84
PB,2020-06-10,124
PB,2020-06-11,66
PB,2020-06-12,88
PB,2020-06-13,79
PB,2020-06-14,77
PB,2020-06-15,97
PB,2020-06-16,91
PB,2020-06-17,73
PB,2020-06-18,77
PB,2020-06-19,86
PB,2020-06-20,103
PB,2020-06-21,58
PB,2020-06-22,86
PB,2020-06-23,67
PB,2020-06-24,70
PB,2020-06-25,87
PB,2020-06-26,103
PB,2020-06-27,77
PB,2020-06-28,89
PB,2020-06-29,66
PB,2020-06-30,91
PB,2020-07-01,128
PB,2020-07-02,75
PB,2020-07-03,85
PB,2020-07-04,81
PB,2020-07-05,72
PB,2020-07-06,74
PB,2020-07-07,83
PB,2020-07-09,67
PB,2020-07-25,79
PE,2020-06-01,417
PE,2020-06-02,271
PE,2020-06-03,282
PE,2020-06-04,266
PE,2020-06-05,311
PE,2020-06-06,239
PE,2020-06-07,201
PE,2020-06-08,233
PE,2020-06-09,248
PE,2020-06-10,346
PE,2020-06-12,240
PE,2020-06-13,219
PE,2020-06-15,300
PE,2020-06-16,235
PE,2020-06-17,237
PE,2020-06-18,232
PE,2020-06-19,252
PE,2020-06-20,301
PE,2020-06-21,178
PE,2020-06-22,237
PE,2020-06-23,226
PE,2020-06-24,236
PE,2020-06-25,250
PE,2020-06-26,246
PE,2020-06-27,184
PE,2020-06-28,202
PE,2020-06-29,231
PE,2020-06-30,272
PE,2020-07-01,367
PE,2020-07-02,247
PE,2020-07-03,240
PE,2020-07-04,208
PE,2020-07-05,203
PE,2020-07-06,232
PE,2020-07-07,248
PE,2020-07-08,233
PE,2020-07-09,233
PE,2020-07-13,229
PE,2020-07-18,258
PE,2020-08-11,175
PE,2020-08-18,207
PE,2020-08-21,181
PE,2020-10-05,136
PE,2020-10-12,102
PE,2020-10-15,131
PE,2020-12-26,165
PI,2019-12-29,1
PI,2020-02-02,2
PI,2020-02-06,1
PI,2020-02-18,1
PI,2020-05-31,59
PI,2020-06-01,160
PI,2020-06-02,98
PI,2020-06-03,93
PI,2020-06-04,108
PI,2020-06-05,99
PI,2020-06-06,90
PI,2020-06-07,77
PI,2020-06-08,115
PI,2020-06-09,100
PI,2020-06-10,129
PI,2020-06-11,92
PI,2020-06-12,116
PI,2020-06-13,99
PI,2020-06-14,109
PI,2020-06-15,131
PI,2020-06-16,113
PI,2020-06-17,91
PI,2020-06-18,82
PI,2020-06-19,117
PI,2020-06-20,142
PI,2020-06-21,91
PI,2020-06-22,90
PI,2020-06-23,78
PI,2020-06-24,79
PI,2020-06-25,111
PI,2020-06-26,85
PI,2020-06-27,71
PI,2020-06-28,100
PI,2020-06-30,96
PI,2020-07-01,157
PI,2020-07-02,84
PI,2020-07-03,101
PI,2020-07-04,64
PI,2020-07-05,96
PI,2020-07-06,98
PI,2020-07-07,81
PI,2020-07-08,88
PI,2020-07-10,133
PR,2020-06-01,309
PR,2020-06-02,192
PR,2020-06-04,157
PR,2020-06-05,227
PR,2020-06-06,197
PR,2020-06-07,202
PR,2020-06-08,269
PR,2020-06-09,206
PR,2020-06-10,298
PR,2020-06-11,235
PR,2020-06-12,245
PR,2020-06-13,256
PR,2020-06-14,212
PR,2020-06-15,285
PR,2020-06-16,275
PR,2020-06-17,241
PR,2020-06-18,246
PR,2020-06-19,293
PR,2020-06-20,289
PR,2020-06-21,230
PR,2020-06-22,266
PR,2020-06-23,290
PR,2020-06-24,237
PR,2020-06-25,247
PR,2020-06-26,279
PR,2020-06-27,220
PR,2020-06-28,278
PR,2020-06-29,242
PR,2020-06-30,290
PR,2020-07-01,424
PR,2020-07-02,277
PR,2020-07-03,329
PR,2020-07-04,286
PR,2020-07-05,321
PR,2020-07-06,368
PR,2020-07-07,329
PR,2020-07-08,311
PR,2020-07-09,319
PR,2020-07-10,424
PR,2020-07-27,355
PR,2020-08-09,323
PR,2020-08-23,329
RJ,2020-02-01,4
RJ,2020-05-30,404
RJ,2020-06-01,705
RJ,2020-06-02,379
RJ,2020-06-03,354
RJ,2020-06-05,447
RJ,2020-06-06,402
RJ,2020-06-07,321
RJ,2020-06-08,394
RJ,2020-06-09,329
RJ,2020-06-10,465
RJ,2020-06-11,284
RJ,2020-06-12,333
RJ,2020-06-13,307
RJ,2020-06-14,308
RJ,2020-06-15,384
RJ,2020-06-16,327
RJ,2020-06-17,289
RJ,2020-06-18,329
RJ,2020-06-19,324
RJ,2020-06-20,480
RJ,2020-06-21,261
RJ,2020-06-22,337
RJ,2020-06-23,284
RJ,2020-06-24,280
RJ,2020-06-25,307
RJ,2020-06-26,306
RJ,2020-06-27,259
RJ,2020-06-28,319
RJ,2020-06-29,273
RJ,2020-06-30,325
RJ,2020-07-01,460
RJ,2020-07-02,311
RJ,2020-07-03,325
RJ,2020-07-04,278
RJ,2020-07-05,307
RJ,2020-07-07,302
RJ,2020-07-08,291
RJ,2020-07-09,325
RJ,2020-07-10,450
RJ,2020-07-20,488
RJ,2020-07-25,313
RJ,2020-08-02,310
RJ,2020-09-02,328
RJ,2020-09-08,322
RJ,2020-11-30,770
RN,2020-05-29,70
RN,2020-05-30,74
RN,2020-05-31,58
RN,2020-06-01,144
RN,2020-06-02,84
RN,2020-06-03,81
RN,2020-06-04,98
RN,2020-06-05,94
RN,2020-06-06,89
RN,2020-06-07,72
RN,2020-06-08,89
RN,2020-06-09,77
RN,2020-06-10,92
RN,2020-06-11,82
RN,2020-06-12,79
RN,2020-06-14,78
RN,2020-06-15,85
RN,2020-06-16,78
RN,2020-06-17,70
RN,2020-06-18,79
RN,2020-06-19,75
RN,2020-06-20,110
RN,2020-06-21,72
RN,2020-06-22,84
RN,2020-06-23,60
RN,2020-06-24,60
RN,2020-06-25,75
RN,2020-06-26,71
RN,2020-06-27,43
RN,2020-06-28,59
RN,2020-06-29,57
RN,2020-06-30,59
RN,2020-07-01,99
RN,2020-07-02,67
RN,2020-07-03,55
RN,2020-07-04,50
RN,2020-07-05,62
RN,2020-07-06,46
RN,2020-07-07,50
RN,2020-07-08,64
RN,2020-07-10,64
RO,2020-02-26,1
RO,2020-03-07,3
RO,2020-03-28,6
RO,2020-05-23,28
RO,2020-05-25,32
RO,2020-05-26,33
RO,2020-05-28,44
RO,2020-05-29,32
RO,2020-05-30,28
RO,2020-05-31,29
RO,2020-06-01,106
RO,2020-06-02,39
RO,2020-06-03,25
RO,2020-06-04,35
RO,2020-06-05,41
RO,2020-06-06,35
RO,2020-06-07,28
RO,2020-06-08,32
RO,2020-06-09,35
RO,2020-06-10,76
RO,2020-06-11,34
RO,2020-06-12,45
RO,2020-06-13,42
RO,2020-06-14,33
RO,2020-06-15,45
RO,2020-06-16,34
RO,2020-06-17,40
RO,2020-06-18,35
RO,2020-06-19,27
RO,2020-06-20,69
RO,2020-06-21,35
RO,2020-06-22,29
RO,2020-06-23,43
RO,2020-06-24,39
RO,2020-06-25,42
RO,2020-06-26,42
RO,2020-06-27,30
RO,2020-06-28,45
RO,2020-06-29,31
RO,2020-06-30,34
RO,2020-07-01,56
RO,2020-07-02,37
RO,2020-07-03,35
RO,2020-07-04,43
RO,2020-07-05,45
RO,2020-07-06,40
RO,2020-07-07,33
RO,2020-07-08,33
RR,2020-05-07,3
RR,2020-05-26,21
RR,2020-05-30,12
RR,2020-05-31,15
RR,2020-06-01,25
RR,2020-06-02,15
RR,2020-06-03,21
RR,2020-06-04,15
RR,2020-06-05,23
RR,2020-06-06,16
RR,2020-06-07,14
RR,2020-06-08,21
RR,2020-06-09,17
RR,2020-06-10,27
RR,2020-06-11,16
RR,2020-06-12,15
RR,2020-06-13,16
RR,2020-06-14,19
RR,2020-06-15,25
RR,2020-06-16,11
RR,2020-06-17,11
RR,2020-06-18,11
RR,2020-06-19,19
RR,2020-06-20,16
RR,2020-06-21,10
RR,2020-06-22,16
RR,2020-06-23,7
RR,2020-06-24,15
RR,2020-06-25,11
RR,2020-06-26,13
RR,2020-06-27,7
RR,2020-06-28,14
RR,2020-06-29,12
RR,2020-07-01,19
RR,2020-07-02,14
RR,2020-07-06,8
RS,2020-05-31,119
RS,2020-06-01,183
RS,2020-06-02,117
RS,2020-06-03,144
RS,2020-06-04,117
RS,2020-06-05,158
RS,2020-06-06,152
RS,2020-06-07,127
RS,2020-06-08,169
RS,2020-06-09,145
RS,2020-06-10,201
RS,2020-06-11,150
RS,2020-06-12,172
RS,2020-06-13,138
RS,2020-06-14,191
RS,2020-06-15,221
RS,2020-06-16,188
RS,2020-06-17,170
RS,2020-06-18,208
RS,2020-06-19,199
RS,2020-06-20,254
RS,2020-06-21,178
RS,2020-06-22,223
RS,2020-06-23,201
RS,2020-06-24,205
RS,2020-06-25,202
RS,2020-06-26,206
RS,2020-06-27,183
RS,2020-06-28,175
RS,2020-06-29,185
RS,2020-06-30,224
RS,2020-07-01,302
RS,2020-07-02,236
RS,2020-07-03,249
RS,2020-07-04,230
RS,2020-07-05,238
RS,2020-07-06,301
RS,2020-07-07,247
RS,2020-07-08,274
RS,2020-07-09,250
SC,2020-05-31,54
SC,2020-06-01,109
SC,2020-06-02,56
SC,2020-06-03,68
SC,2020-06-04,67
SC,2020-06-05,70
SC,2020-06-06,76
SC,2020-06-07,72
SC,2020-06-08,77
SC,2020-06-09,66
SC,2020-06-10,100
SC,2020-06-11,88
SC,2020-06-12,80
SC,2020-06-13,75
SC,2020-06-14,111
SC,2020-06-15,150
SC,2020-06-16,113
SC,2020-06-17,110
SC,2020-06-18,100
SC,2020-06-19,104
SC,2020-06-20,144
SC,2020-06-21,89
SC,2020-06-22,109
SC,2020-06-23,106
SC,2020-06-24,118
SC,2020-06-25,99
SC,2020-06-26,149
SC,2020-06-27,117
SC,2020-06-28,89
SC,2020-06-29,142
SC,2020-06-30,130
SC,2020-07-01,256
SC,2020-07-02,170
SC,2020-07-03,168
SC,2020-07-04,151
SC,2020-07-05,176
SC,2020-07-06,169
SC,2020-07-07,187
SC,2020-07-08,189
SC,2020-07-09,181
SC,2020-07-10,273
SC,2020-07-18,190
SC,2020-08-18,123
SE,2020-05-29,24
SE,2020-05-30,33
SE,2020-05-31,28
SE,2020-06-01,64
SE,2020-06-02,37
SE,2020-06-03,47
SE,2020-06-04,41
SE,2020-06-05,49
SE,2020-06-06,39
SE,2020-06-07,43
SE,2020-06-08,58
SE,2020-06-09,52
SE,2020-06-10,65
SE,2020-06-11,47
SE,2020-06-12,56
SE,2020-06-13,60
SE,2020-06-14,62
SE,2020-06-15,83
SE,2020-06-16,73
SE,2020-06-17,67
SE,2020-06-18,72
SE,2020-06-19,63
SE,2020-06-20,64
SE,2020-06-21,53
SE,2020-06-22,74
SE,2020-06-23,65
SE,2020-06-24,75
SE,2020-06-25,60
SE,2020-06-26,69
SE,2020-06-27,70
SE,2020-06-28,53
SE,2020-06-29,72
SE,2020-06-30,93
SE,2020-07-01,84
SE,2020-07-02,71
SE,2020-07-03,76
SE,2020-07-04,83
SE,2020-07-05,65
SE,2020-07-06,58
SE,2020-07-07,78
SE,2020-07-08,70
SE,2020-07-09,80
SP,2020-06-03,1445
SP,2020-06-06,1539
SP,2020-06-07,1435
SP,2020-06-09,1454
SP,2020-06-10,1908
SP,2020-06-11,1350
SP,2020-06-14,1349
SP,2020-06-16,1358
SP,2020-06-18,1490
SP,2020-06-20,1905
SP,2020-06-23,1315
SP,2020-06-25,1544
SP,2020-06-26,1539
SP,2020-06-27,1289
SP,2020-06-30,1516
SP,2020-07-01,2295
SP,2020-07-03,1682
SP,2020-07-04,1545
SP,2020-07-07,1642
SP,2020-07-08,1495
SP,2020-07-09,1511
SP,2020-07-10,2125
SP,2020-07-12,1454
SP,2020-07-14,1441
SP,2020-07-25,1527
SP,2020-08-01,1854
SP,2020-08-04,1196
SP,2020-08-30,1054
SP,2020-09-03,1020
SP,2020-09-11,900
SP,2020-09-20,1086
SP,2020-10-01,1255
SP,2020-10-09,767
SP,2020-10-20,969
SP,2020-12-05,1207
SP,2020-12-20,1534
TO,2020-05-31,17
TO,2020-06-01,48
TO,2020-06-02,28
TO,2020-06-03,21
TO,2020-06-04,22
TO,2020-06-05,36
TO,2020-06-06,35
TO,2020-06-07,15
TO,2020-06-08,25
TO,2020-06-09,14
TO,2020-06-10,33
TO,2020-06-11,22
TO,2020-06-12,22
TO,2020-06-13,17
TO,2020-06-14,22
TO,2020-06-15,28
TO,2020-06-16,26
TO,2020-06-17,24
TO,2020-06-18,24
TO,2020-06-19,30
TO,2020-06-20,33
TO,2020-06-21,26
TO,2020-06-22,25
TO,2020-06-23,22
TO,2020-06-24,26
TO,2020-06-25,29
TO,2020-06-26,37
TO,2020-06-27,16
TO,2020-06-28,50
TO,2020-06-29,29
TO,2020-06-30,25
TO,2020-07-01,43
TO,2020-07-02,23
TO,2020-07-03,27
TO,2020-07-04,32
TO,2020-07-05,38
TO,2020-07-06,38
TO,2020-07-07,38
TO,2020-07-08,29
TO,2020-07-09,25
TO,2020-09-10,50
AC,2020-03-08,1
AC,2020-06-30,11
AC,2020-07-03,16
AC,2020-07-04,9
AC,2020-07-06,12
AC,2020-07-07,15
AC,2020-07-08,14
AC,2020-07-09,11
AC,2020-07-10,23
AC,2020-07-11,16
AC,2020-07-12,8
AC,2020-07-13,7
AC,2020-07-14,5
AC,2020-07-15,8
AC,2020-07-16,11
AC,2020-07-17,15
AC,2020-07-18,12
AC,2020-07-19,8
AC,2020-07-20,19
AC,2020-07-21,10
AC,2020-07-22,8
AC,2020-07-23,10
AC,2020-07-24,8
AC,2020-07-25,19
AC,2020-07-26,9
AC,2020-07-27,9
AC,2020-07-28,10
AC,2020-07-29,8
AC,2020-07-31,9
AC,2020-08-01,26
AC,2020-08-02,16
AC,2020-08-03,14
AC,2020-08-04,9
AC,2020-08-05,15
AC,2020-08-06,10
AC,2020-08-07,11
AC,2020-08-08,17
AC,2020-08-09,10
AC,2020-08-10,16
AC,2020-08-11,9
AC,2020-08-12,8
AC,2020-08-13,7
AC,2020-08-14,7
AL,2020-02-07,1
AL,2020-02-24,1
AL,2020-03-09,1
AL,2020-07-10,73
AL,2020-07-11,44
AL,2020-07-12,50
AL,2020-07-13,48
AL,2020-07-14,57
AL,2020-07-15,61
AL,2020-07-16,58
AL,2020-07-17,56
AL,2020-07-18,34
AL,2020-07-19,55
AL,2020-07-20,77
AL,2020-07-21,42
AL,2020-07-22,48
AL,2020-07-23,44
AL,2020-07-24,22
AL,2020-07-25,61
AL,2020-07-26,39
AL,2020-07-27,52
AL,2020-07-28,43
AL,2020-07-29,31
AL,2020-07-30,51
AL,2020-07-31,35
AL,2020-08-01,53
AL,2020-08-02,42
AL,2020-08-03,39
AL,2020-08-04,50
AL,2020-08-05,40
AL,2020-08-06,27
AL,2020-08-07,39
AL,2020-08-08,40
AL,2020-08-09,28
AL,2020-08-10,51
AL,2020-08-11,27
AL,2020-08-12,26
AL,2020-08-13,34
AL,2020-08-14,32
AL,2020-08-15,48
AL,2020-08-16,29
AL,2020-08-17,33
AL,2020-08-18,32
AL,2020-08-23,29
AM,2020-07-10,96
AM,2020-07-11,31
AM,2020-07-12,48
AM,2020-07-13,43
AM,2020-07-14,48
AM,2020-07-15,98
AM,2020-07-16,52
AM,2020-07-17,42
AM,2020-07-18,49
AM,2020-07-19,33
AM,2020-07-20,90
AM,2020-07-21,45
AM,2020-07-22,29
AM,2020-07-23,37
AM,2020-07-24,38
AM,2020-07-25,58
AM,2020-07-26,34
AM,2020-07-27,49
AM,2020-07-28,47
AM,2020-07-29,29
AM,2020-07-30,56
AM,2020-07-31,52
AM,2020-08-01,119
AM,2020-08-02,44
AM,2020-08-03,46
AM,2020-08-04,33
AM,2020-08-05,52
AM,2020-08-06,34
AM,2020-08-07,36
AM,2020-08-08,46
AM,2020-08-09,33
AM,2020-08-10,111
AM,2020-08-11,35
AM,2020-08-12,44
AM,2020-08-13,35
AM,2020-08-14,37
AM,2020-08-15,58
AM,2020-08-16,38
AP,2020-06-16,3
AP,2020-06-28,5
AP,2020-07-01,10
AP,2020-07-02,4
AP,2020-07-05,6
AP,2020-07-07,5
AP,2020-07-08,7
AP,2020-07-09,5
AP,2020-07-10,10
AP,2020-07-11,7
AP,2020-07-12,6
AP,2020-07-13,1
AP,2020-07-15,5
AP,2020-07-16,5
AP,2020-07-17,3
AP,2020-07-18,8
AP,2020-07-19,9
AP,2020-07-20,11
AP,2020-07-21,6
AP,2020-07-22,3
AP,2020-07-23,4
AP,2020-07-24,6
AP,2020-07-25,7
AP,2020-07-26,8
AP,2020-07-27,10
AP,2020-07-28,5
AP,2020-07-30,9
AP,2020-07-31,2
AP,2020-08-01,9
AP,2020-08-02,4
AP,2020-08-03,4
AP,2020-08-04,5
AP,2020-08-05,9
AP,2020-08-06,6
AP,2020-08-07,9
AP,2020-08-08,6
AP,2020-08-09,6
AP,2020-08-10,11
AP,2020-08-11,5
AP,2020-08-12,3
AP,2020-08-13,7
BA,2020-07-11,205
BA,2020-07-12,206
BA,2020-07-13,224
BA,2020-07-14,201
BA,2020-07-15,222
BA,2020-07-16,210
BA,2020-07-17,218
BA,2020-07-18,205
BA,2020-07-19,205
BA,2020-07-20,264
BA,2020-07-21,180
BA,2020-07-22,193
BA,2020-07-23,178
BA,2020-07-24,158
BA,2020-07-25,166
BA,2020-07-26,151
BA,2020-07-27,213
BA,2020-07-28,165
BA,2020-07-29,176
BA,2020-07-30,154
BA,2020-07-31,155
BA,2020-08-01,246
BA,2020-08-02,177
BA,2020-08-03,201
BA,2020-08-04,185
BA,2020-08-05,153
BA,2020-08-06,170
